,beverage,race,direct_correlation,indirect_correlation,same_correlation
46,milkshake,Latino,0.39188824758766017,-0.23597036052336995,False
47,milkshake,White,0.33197371566218153,0.02474286374915136,True
48,smoothie,Arab,0.014203877886232326,-0.34215587945413023,False
49,smoothie,Asian,0.7472415830721838,-0.0402383979176827,False
50,smoothie,Black,-0.27379324120597537,-0.3728337495914213,True
51,smoothie,Hispanic,0.6141960656052895,-0.11936399907036767,False
52,smoothie,Latino,0.5973959287038365,-0.2654022802695082,False
53,smoothie,White,-0.1792089937743318,-0.35602245258888243,True
54,alcohol,Arab,0.6715095951983635,-0.14365325411057508,False
55,alcohol,Asian,0.9280623777651829,-0.048940054227236116,False
56,alcohol,Black,0.6715632318335789,-0.17087717963771398,False
57,alcohol,Hispanic,0.4662038242045132,0.04146288694022075,True
58,alcohol,Latino,0.8887057352869236,0.2089880836219316,True
59,alcohol,White,0.703714404507263,-0.25261330370027324,False
60,liquor,Arab,0.6005906165710617,0.2372648060092681,True
61,liquor,Asian,1.0850330070489018,0.19551428023586773,True
62,liquor,Black,0.7241359240537851,0.2595821714610925,True
63,liquor,Hispanic,0.7669916451595145,0.26102616241209337,True
64,liquor,Latino,1.1519692932497352,0.5113826904889698,True
65,liquor,White,0.7083587192121522,0.20816438977638216,True
66,beer,Arab,0.13828360927133765,0.20214602731492246,True
67,beer,Asian,0.5190316045768698,0.3533479543816928,True
68,beer,Black,0.16633178833785578,0.21476413660064853,True
69,beer,Hispanic,0.7494924576336439,0.2414971856574119,True
70,beer,Latino,0.9378568020112932,0.3770995190205862,True
71,beer,White,0.25444589820875285,0.22961213737172584,True
72,wine,Arab,0.13439541353824752,-0.14730691189298567,False
73,wine,Asian,0.05430991460256319,-0.27702782967713596,False
74,wine,Black,-0.2654974195941469,-0.1900657922351744,True
75,wine,Hispanic,0.3641202287369309,-0.19590995195247332,False
76,wine,Latino,-0.04499067278584119,-0.3744198535575874,True
77,wine,White,-0.006715542088065597,-0.17809522401555072,True
78,cider,Arab,0.057049905364822524,-0.02356601299726163,False
79,cider,Asian,0.3641843667261888,0.046013251249048814,True
80,cider,Black,0.09696425276817963,0.09630029013241063,True
81,cider,Hispanic,-0.20428128035183024,-0.16196390888845993,True
82,cider,Latino,-0.4863765291704966,-0.253682291328359,True
83,cider,White,0.5814342891629327,0.15863488892414698,True
84,vodka,Arab,1.0984191620110313,-0.039663166218389695,False
85,vodka,Asian,0.7970817554606673,-0.1381217408310123,False
86,vodka,Black,0.4781084565009758,-0.14134563789796215,False
87,vodka,Hispanic,0.5036301958408741,-0.10564230448126358,False
88,vodka,Latino,0.6498482901238543,-0.1623457510439828,False
89,vodka,White,0.4695424855448612,-0.14608770608118665,False
90,rum,Arab,1.277212812848646,0.1801324117264065,True
91,rum,Asian,1.255657430218574,0.1811450726017356,True
92,rum,Black,0.954309233432726,0.23964192676573,True
93,rum,Hispanic,0.8109394386310871,0.1071607828908798,True
94,rum,Latino,0.6956645517686864,0.03657726969121261,True
95,rum,White,0.8832684688434274,0.2873513423122224,True
96,whiskey,Arab,0.2380341448472844,0.2409828974953497,True
97,whiskey,Asian,0.20413246612006086,0.23400748676528374,True
98,whiskey,Black,1.0010703888495618,0.32489740778487897,True
99,whiskey,Hispanic,0.7793848911484663,0.1807650488371444,True
100,whiskey,Latino,0.712502548123245,0.2357904652255972,True
101,whiskey,White,0.6274611989497978,0.33298003666961395,True
102,champagne,Arab,-0.3305342964716506,-0.23224658704529555,True
103,champagne,Asian,-0.16293578445166193,-0.2238414476672875,True
104,champagne,Black,-0.4188572968934037,-0.234938118724472,True
105,champagne,Hispanic,-0.017654331835491834,-0.235141904008843,True
106,champagne,Latino,-0.2254478680562317,-0.4269255094994274,True
107,champagne,White,-0.4175958070019429,-0.22445759833549908,True
