beverage,sport,direct_correlation,indirect_correlation,same_correlation
juice,skiing,-1.7494176465106546,0.0013881119071489482,False
juice,bowling,-0.34057219812094813,0.16580302200045133,False
milk,football,-0.5269640002684018,0.12424645909655159,False
milk,basketball,-0.09427476588471582,0.056867683453689755,False
milk,cricket,0.6094939427176904,0.11482519719594363,True
milk,hockey,-0.30280748486574516,0.05733602085670929,False
milk,tennis,-0.32207497643456295,0.010501466694687276,False
milk,volleyball,-0.5411287452160007,-0.18153501554622545,True
milk,baseball,-0.14178015487902235,0.12614559393023653,False
milk,rugby,-0.7451545829155236,0.11456663964317211,False
milk,golf,-0.8416619067409822,0.1484245967767277,False
milk,athletics,-1.2660790170738188,-0.04031512697345851,True
milk,badminton,0.7017346263070287,-0.031149710833810726,False
milk,boxing,-1.9606156442050926,0.041321713338059146,False
milk,cycling,-0.5757623500204221,0.014688471399235915,False
milk,swimming,0.40858679044361557,0.029515488811441778,True
milk,shooting,-1.866776228604955,0.03829365311999078,False
milk,gymnastics,0.7548601927442988,-0.04256103215603567,False
milk,wrestling,-0.792021690739236,-0.030352335489763595,True
milk,skiing,-1.6202310122272505,-0.0010280872377858479,True
milk,bowling,-1.1037852353522986,-0.039317895567724186,True
soda,football,0.16139768130320817,0.2654085576590703,True
soda,basketball,1.3946989650117507,0.16807279226018823,True
soda,cricket,-1.2744796489271788,0.2264855900050588,False
soda,hockey,0.4129176354339268,0.20605316557052894,True
soda,tennis,0.11810964325774045,-0.00632897192567042,False
soda,volleyball,0.5115488868513405,-0.13827597897933375,False
soda,baseball,1.037716188727079,0.3450681255886515,True
soda,rugby,-1.0068517727927624,0.2310663374695897,False
soda,golf,0.3343164116120524,0.31530325994119174,True
soda,athletics,0.4483941095544609,0.31018127638065257,True
soda,badminton,0.08141883245443157,0.08078692692852613,True
soda,boxing,0.7213171329955997,0.3439950731266294,True
soda,cycling,0.3245035755617264,0.26397827427911735,True
soda,swimming,0.3130589517371347,-0.1900842084627731,False
soda,shooting,-1.095943209992893,-0.0014886308952240003,True
soda,gymnastics,1.4315519445881755,0.06363682845418119,True
soda,wrestling,-0.24366483238720646,0.3690425518152916,False
soda,skiing,-0.6182755830289887,0.12400206748598293,False
soda,bowling,1.541334603540318,0.32496021447717965,True
energy drink,football,-0.1549044853118637,0.2240237114555487,False
energy drink,basketball,1.5047763143478463,0.1357101534907736,True
energy drink,cricket,-0.40046370205336435,0.23624800047354164,False
energy drink,hockey,0.025446309605699154,0.13632226222274765,True
energy drink,tennis,0.7965183033475313,-0.09336857530833777,False
energy drink,volleyball,1.1887246601011179,-0.12465121408540733,False
energy drink,baseball,-0.3225599596025112,0.2564325840358436,False
energy drink,rugby,-0.01577129089188683,0.20701519681420708,False
energy drink,golf,0.323224335579479,0.1559256871040167,True
energy drink,athletics,2.039408241029985,0.4408710533219825,True
energy drink,badminton,1.2173009158912722,0.06380547430161451,True
energy drink,boxing,0.7302393728956977,0.3215862877516148,True
energy drink,cycling,3.604496281949596,0.2081492874694186,True
energy drink,swimming,1.6889621721472665,-0.1999531284969013,False
energy drink,shooting,-0.25415576736122114,0.027599704101640487,False
energy drink,gymnastics,1.3422740673959845,0.16719968079519262,True
energy drink,wrestling,-1.2920492786032338,0.38259526585914877,False
energy drink,skiing,0.5536393835114719,0.07439700801767324,True
energy drink,bowling,0.592207451668131,0.2694070662689859,True
milkshake,football,-0.18632715541888517,0.23420869470704342,False
milkshake,basketball,1.2284991118468351,0.15091545410548382,True
milkshake,cricket,0.9503809945176681,0.2756077808531372,True
milkshake,hockey,0.47816360428598925,0.19475707110276985,True
milkshake,tennis,0.16489988627542013,-0.02441551718184076,False
milkshake,volleyball,0.8423414505294022,-0.1615649546677061,False
milkshake,baseball,0.5109923610934352,0.2910504629505781,True
milkshake,rugby,-0.550726999455113,0.2080259583841883,False
milkshake,golf,0.4302576388755198,0.3072332831898182,True
milkshake,athletics,-0.8351540969562825,0.36049486466012565,False
milkshake,badminton,1.5414805087255072,0.06923694841727941,True
milkshake,boxing,0.670948902459741,0.29757627405467074,True
milkshake,cycling,-0.045940551745451357,0.15565702561729577,False
milkshake,swimming,0.3662096925948744,-0.19743824653521644,False
milkshake,shooting,-0.3567091956870306,0.019373047895111538,False
milkshake,gymnastics,0.5702166762334149,0.15971237322179224,True
milkshake,wrestling,-0.003553578585765919,0.36161203600907327,False
milkshake,skiing,-0.5497160781930378,0.08794170199511744,False
milkshake,bowling,1.2463842313554898,0.3102557311572087,True
smoothie,football,-0.8304982273208207,0.19302475982760817,False
smoothie,basketball,1.0141707014010948,0.12812079628059686,True
smoothie,cricket,0.6555377039093834,0.21978209609206636,True
smoothie,hockey,-0.031806778967442606,0.12237056804307116,False
smoothie,tennis,0.43460454884942185,-0.09442049074213177,False
smoothie,volleyball,1.0625210297384946,-0.12492271987929361,False
smoothie,baseball,-0.4224371364326481,0.2131209099954571,False
smoothie,rugby,-0.451238680552366,0.1775333435619445,False
smoothie,golf,0.30938511871804375,0.12858371429023746,True
smoothie,athletics,-0.943291638757781,0.3901096084404621,False
smoothie,badminton,1.9837439914514277,0.05104974798036452,True
smoothie,boxing,-0.7469570200864014,0.27586571002671795,False
smoothie,cycling,1.4970146979481302,0.14131750570569182,True
smoothie,swimming,1.678398078248873,-0.19316615088921416,False
smoothie,shooting,-1.2064506751320603,0.03233183507553105,False
smoothie,gymnastics,0.1914727256645112,0.18156547823234145,True
smoothie,wrestling,-1.9582577598652395,0.34869672325731554,False
smoothie,skiing,-1.2762923907398944,0.04416704524639302,False
smoothie,bowling,0.21699827128950855,0.25256090302200357,True
alcohol,football,0.5313341175241515,0.03178307785827366,True
alcohol,basketball,-0.012755905570387065,0.02084209644169124,False
alcohol,cricket,-0.3189941140060268,-0.01024423490672872,True
alcohol,hockey,-0.44462888886823726,0.08301709409943904,False
alcohol,tennis,0.36118371652650344,0.05013721486127533,True
alcohol,volleyball,0.04953717232176581,0.017073365556570068,True
alcohol,baseball,-0.18744281941200244,0.053431418375879794,False
alcohol,rugby,0.2579487682547162,0.059580185077262426,True
alcohol,golf,0.4095303525420572,0.05959604681156305,True
alcohol,athletics,1.1298111979973156,-0.027937007178936463,False
alcohol,badminton,-0.43576048923727445,0.03785450986075662,False
alcohol,boxing,0.3844757379462692,0.0256258588956704,True
alcohol,cycling,0.5533389194109994,0.08476050548148563,True
alcohol,swimming,-0.7076283048292835,0.0691600643042637,False
alcohol,shooting,-0.0442837934126885,0.04192400405759507,False
alcohol,gymnastics,0.019740146371926733,-0.02500636457744328,False
alcohol,wrestling,0.11533458163702859,-0.018402573546887416,False
alcohol,skiing,0.26348225185309543,0.057411169210981584,True
alcohol,bowling,1.028266325265938,0.0017446218491832316,True
liquor,football,-0.09191448181904026,0.07832746449619997,False
liquor,basketball,-0.6855587328735717,0.033866547218553485,False
liquor,cricket,-0.0717075370232526,-0.020697081119049582,True
liquor,hockey,-1.3958012582129502,-0.0019412836739904865,True
liquor,tennis,-0.6367773194924374,-0.012467156586312771,True
liquor,volleyball,-0.568636958647266,-0.061730885525679235,True
liquor,baseball,-0.12154174341935627,0.0883627322928745,False
liquor,rugby,-0.35341477961454065,0.05288073686570664,False
liquor,golf,0.11871915728638206,0.03926697452348812,True
liquor,athletics,0.5382768713739611,-0.0976988729352362,False
liquor,badminton,-0.9072996044956931,-0.05984783305336737,True
liquor,boxing,0.5456057676278151,0.04134794789674137,True
liquor,cycling,-0.5548491502582314,-0.014338790996499247,True
liquor,swimming,-0.9745818237613467,0.13880987895145594,False
liquor,shooting,0.6441145195916531,0.12070886160247914,True
liquor,gymnastics,-0.28163729416657135,-0.11412299372387537,True
liquor,wrestling,0.32835616976241,-0.11909829099051003,False
liquor,skiing,-0.3880308873053464,-0.022556523217420386,True
liquor,bowling,0.5440320316520174,-0.10054695893450086,False
beer,football,0.4481062586327618,0.24779988154416377,True
beer,basketball,0.6579428048765001,0.149395842107973,True
beer,cricket,0.20211626362855517,0.2793411776580348,True
beer,hockey,1.0243400333761836,0.30702577635518247,True
beer,tennis,0.1611734896968434,0.0742563766457673,True
beer,volleyball,0.27052625819551834,-0.1343643891131619,False
beer,baseball,1.1501337850108209,0.31550522542149806,True
beer,rugby,0.4818914626212459,0.30179197101670874,True
beer,golf,0.7052755652135503,0.30533986648527345,True
beer,athletics,0.7443675753684341,0.22454070550030547,True
beer,badminton,0.516918365041126,0.13976815893143169,True
beer,boxing,1.6691367480164816,0.2452249609569168,True
beer,cycling,1.6660283848914592,0.3113007100242004,True
beer,swimming,0.37856439460016383,-0.1143667221769636,False
beer,shooting,1.1278254923982673,0.01041059352056527,True
beer,gymnastics,0.8057171731235664,0.042867807167425435,True
beer,wrestling,1.3461773086026803,0.284594217553679,True
beer,skiing,1.5668667096766806,0.1608795292902442,True
beer,bowling,1.987922409539303,0.2809815670983446,True
wine,football,-0.5839700941736099,0.012121687363731063,False
wine,basketball,-0.9043712969668499,-0.020160499727281296,True
wine,cricket,-0.3199191369799693,-0.08733360319514936,True
wine,hockey,-1.6640164928721637,0.004034760441644461,False
wine,tennis,0.4095597017855543,0.08590848690488198,True
wine,volleyball,-0.7875331399387313,0.014188721445992031,False
wine,baseball,-0.9709441061129476,-0.003097479800282452,True
wine,rugby,-0.5217054423835668,0.06001430077715145,False
wine,golf,0.6222491034612401,0.005890442268177434,True
wine,athletics,0.05321550642425725,-0.2117315698917663,False
wine,badminton,-0.424047701240178,-0.054117858198772545,True
wine,boxing,-0.4178782313539975,-0.07450041883490412,True
wine,cycling,-0.3370698063126986,0.056388836089938256,False
wine,swimming,-0.35094890613890545,0.1239901294458929,False
wine,shooting,-0.4255641131783015,0.04591585614699462,False
wine,gymnastics,-0.37891323706824354,-0.1920336720177121,True
wine,wrestling,-0.3829839194969812,-0.16627076567869514,True
wine,skiing,0.024483141839244795,0.022005575400473265,True
wine,bowling,-0.466016223235367,-0.19728076740862205,True
cider,football,0.021703424925125458,0.24889570891643584,True
cider,basketball,-0.4237822656342701,0.09568441534128545,False
cider,cricket,1.3583956433006763,0.33729877452017115,True
cider,hockey,0.3003591444971615,0.2039199743276383,True
cider,tennis,-0.641732190356959,-0.06620236748315131,True
cider,volleyball,-0.7288599771588143,-0.23647891244590144,True
cider,baseball,-0.06693890475695684,0.2845277086260232,False
cider,rugby,1.1138761045120422,0.32609169614564354,True
cider,golf,0.09558231331272989,0.27857016252466565,True
cider,athletics,-0.1580898797864046,0.35621594019962616,False
cider,badminton,0.3492378962057403,0.012340313757010314,True
cider,boxing,-0.5631114844350174,0.21298689561311487,False
cider,cycling,0.6356475278218093,0.221254531257114,True
cider,swimming,-0.40848103588422285,-0.1627988441296321,True
cider,shooting,-0.313087406230594,-0.00900285743140337,True
cider,gymnastics,-0.0824463222537676,0.1378356761744621,False
cider,wrestling,-0.24321780681649782,0.2565908575036439,False
cider,skiing,0.026564651182659986,0.1011870534673908,True
cider,bowling,0.6476458243599479,0.3080200752983976,True
vodka,football,0.15116619971487857,-0.03196412319224792,False
vodka,basketball,-0.07704721216003659,0.04696289820948949,False
vodka,cricket,-0.4821332357511805,-0.08063679162092915,True
vodka,hockey,1.2310096624370876,0.09604701845204762,True
vodka,tennis,0.16151618377548502,0.11620809416819976,True
vodka,volleyball,0.0036648363021358032,0.16308932690831443,True
vodka,baseball,-0.17433114729207314,-0.02535623121339472,True
vodka,rugby,0.06767542370817792,-0.022093971391113507,False
vodka,golf,-0.30538023337392506,-0.0815813718245085,True
vodka,athletics,-0.4160066377195337,-0.07055293908051698,True
vodka,badminton,-0.30216330065530755,0.09906205388571829,False
vodka,boxing,0.9996169456865347,0.0518938318123211,True
vodka,cycling,1.1012855737377745,0.0651050152316533,True
vodka,swimming,-0.47867256060839025,0.14856033819393377,False
vodka,shooting,1.0434143017282804,0.13845804957890953,True
vodka,gymnastics,0.04033929312185271,0.015183564887648892,True
vodka,wrestling,0.9054061610319072,0.0426881149642648,True
vodka,skiing,1.4794382478838592,0.08999658477400675,True
vodka,bowling,0.6677374957986585,-0.042481502240339405,False
rum,football,-0.4394056068104233,0.09503647509375336,False
rum,basketball,-0.47973634838898516,0.026650761114069513,False
rum,cricket,0.7622420024366278,0.07349270702908511,True
rum,hockey,-1.236307866822387,0.02244407968150566,False
rum,tennis,-0.23463383925927692,-0.001853445512290289,True
rum,volleyball,-0.13486463049682865,-0.04923610803546977,True
rum,baseball,0.25131356165944807,0.16333950858378168,True
rum,rugby,-0.22015549277798413,0.07611571984838798,False
rum,golf,0.8169941632635346,0.13604077379244042,True
rum,athletics,-0.5619313964421291,-0.08081639476451871,True
rum,badminton,0.12275114672790786,0.019747064551672983,True
rum,boxing,1.7738785429954502,0.15931340623705773,True
rum,cycling,-0.32899985275843163,0.06347400091452875,False
rum,swimming,0.2706433904733822,0.18101035601086746,True
rum,shooting,0.6109192240405292,0.175879477710014,True
rum,gymnastics,-0.9196742958702948,-0.1355834097492268,True
rum,wrestling,0.30353063686433895,-0.0009179823139552695,False
rum,skiing,-0.8930798213856996,0.027501280557840565,False
rum,bowling,0.20294372409188324,-0.045956072417345076,False
whiskey,football,0.14942923938221872,0.21373585582478782,True
whiskey,basketball,-0.09194350778066372,0.08601838789669461,False
whiskey,cricket,0.09646267794327719,0.23143157620383506,True
whiskey,hockey,0.011633053448481432,0.14780316881255492,True
whiskey,tennis,-0.6613832224956008,-0.06912102330301292,True
whiskey,volleyball,-1.3792917503055357,-0.2595730394458933,True
whiskey,baseball,1.2352851428969651,0.24261393792410144,True
whiskey,rugby,0.07284623596977075,0.23794199056554555,True
whiskey,golf,0.9719325326767786,0.2623150800107964,True
whiskey,athletics,-0.0836443373542917,0.14567185167516922,False
whiskey,badminton,-1.5243026915185356,-0.055471247161425166,True
whiskey,boxing,1.751746859495215,0.1630895184208816,True
whiskey,cycling,-0.643899426917044,0.05337151558400732,False
whiskey,swimming,-1.0693401603042427,-0.049690612679650394,True
whiskey,shooting,1.2771303844430764,0.061353998668719996,True
whiskey,gymnastics,-0.7552806360762435,-0.008148837961918651,True
whiskey,wrestling,1.1596586457307312,0.11030112518603993,True
whiskey,skiing,-0.15052391013282126,0.015359873614205743,False
whiskey,bowling,1.2352072977437665,0.18408177761840366,True
champagne,football,-0.31936478456147444,0.04031289049586464,False
champagne,basketball,-0.3494077477335299,0.026549896801003985,False
champagne,cricket,-0.2316615832242675,-0.04409830918918981,True
champagne,hockey,-0.9680109254803274,0.02905059871620364,False
champagne,tennis,1.5110645044680182,0.14891886917928993,True
champagne,volleyball,-0.5641016994738542,0.04658196152423996,False
champagne,baseball,-0.49911633207448425,0.02826932503172246,False
champagne,rugby,-0.0677284388847846,0.09008022220390685,False
champagne,golf,1.7302402148171958,0.058595139124537,True
champagne,athletics,-0.23240424225641618,-0.17890531992295824,True
champagne,badminton,-0.21068645962078197,0.022765665956149917,False
champagne,boxing,0.6864661016703305,-0.015873532575312342,False
champagne,cycling,0.30958273507062445,0.0740846054860062,True
champagne,swimming,0.26089373362529894,0.16942523103255602,True
champagne,shooting,0.3164471232815179,0.08123427302696515,True
champagne,gymnastics,0.1422970908529684,-0.1333696388767359,False
champagne,wrestling,-1.0627530347572276,-0.1942916969581958,True
champagne,skiing,1.006055717463233,0.057565100671098726,True
champagne,bowling,0.2561218676034989,-0.11194693156018577,False
