beverage,trait,direct_correlation,indirect_correlation,same_correlation
water,solemn,-0.7747708896997128,0.07151796369621227,False
water,religious,-1.2291279915457627,0.13109928336749177,False
water,conservative,-0.5649080922801588,0.04332107151445231,False
water,messy,-1.2349616198114408,-0.025995086861548385,True
water,logical,-0.08354021798947488,0.11659947054604398,False
water,wise,-0.19944822817176228,0.1184710975113696,False
water,witty,-1.7388248818063363,-0.14612836634111057,True
water,impulsive,-1.9039234671074716,-0.02041593108989464,True
water,moderate,1.177178323620554,-4.305748310177918e-05,False
water,towering,-0.55752979667993,-0.1733995062248758,True
water,political,-1.5881704815897026,0.07563532899567524,False
water,prim,-0.9645125426354111,-0.11913358419583252,True
water,daring,-1.3949576498055232,-0.1878874896395358,True
water,friendly,0.13744699791290954,-0.03087740685840338,False
water,honorable,-0.8581391387329881,0.004856744072317652,False
water,realistic,0.4146460525477868,0.009648488372268251,True
water,warm,1.8383116338162424,0.10732720202455528,True
water,fearful,-0.36122929392096564,-0.09426194699868341,True
water,questioning,-0.3266699589566569,-0.05999096366358893,True
water,clever,-1.2666785803874132,0.039249714376312736,False
water,arrogant,-3.0051836354905257,0.032853234159790225,False
water,modest,0.44031911682763764,0.024404190663429012,True
water,stupid,-1.9543559978837801,0.12958744918405948,False
water,lyrical,-0.8258335684060176,-0.03177695432308637,True
water,trendy,-0.6037882137611216,-0.294498457063304,True
water,helpful,0.5230023777644076,-0.060996787979014776,False
water,protective,0.2271809734603164,-0.03993795995962548,False
water,challenging,-0.4397103893663423,0.0069321866382355355,False
water,formal,-0.8812110497482637,0.163335934630856,False
water,sentimental,-1.1556957649206276,0.004888821249021553,False
water,aggressive,-1.259363226345144,-0.022387903495008753,True
water,focused,0.4448050978490839,-0.05222261473227345,False
water,rational,0.2572819115398444,0.031107580023617232,True
water,fit,0.5820280188481415,-0.2076495707649548,False
water,tough,-0.4006285013022581,-0.0663017313382928,True
water,ridiculous,-1.7489554648222263,-0.011863791140437995,True
water,accessible,0.2752782668850694,-0.09331543375618966,False
water,discouraging,0.45447630063957317,-0.1349088825733142,False
water,physical,0.6828889437744007,0.14031016103120775,True
water,smooth,0.47950934086957664,0.05194534559222101,True
water,confident,-1.0633641758443348,-0.1559421903609206,True
water,athletic,0.5867125270874146,-0.1522972963469967,False
water,genuine,-0.663294909651648,-0.037472108718150564,True
water,crazy,-2.14548735956089,-0.09845186790868764,True
water,obedient,0.5831510708522003,0.031816878048316934,True
water,stable,1.7172770515208642,-0.04850228206016344,False
water,critical,-0.17725446554117053,0.06910109219559005,False
water,ripped,-1.4113746415203656,-0.024289760901164362,True
water,fair,-0.010321889292347078,0.13578312806534895,False
water,stiff,0.14664700476910716,0.04508764443651094,True
water,greedy,-1.6129855305801848,0.00017450032733264605,False
water,cruel,-2.633111974502312,0.16948336078312537,False
water,ruined,-1.3561118402324959,-0.022763395329577416,True
water,thorough,0.5003360681647114,-0.06767675603806636,False
water,ignorant,-1.169715836054244,0.04227144151261344,False
water,brutal,-1.8157644536827655,0.10025462915142966,False
water,clean,1.4425670313497385,0.029624970566275353,True
water,odd,-1.055129943835674,0.2070018026203617,False
water,slender,0.7529905051668025,-0.12854756005455534,False
water,buff,0.0658138740277586,-0.01724321527479942,False
water,arbitrary,-0.9123412111697209,0.07603576929622315,False
water,abrupt,-1.3940562971666797,0.13068710169416328,False
water,organized,-0.12929963732583669,-0.11325439066562888,True
water,unhealthy,-0.2916930636231186,-0.1466330130812473,True
water,decent,-0.20123326145156362,-0.019062166271920603,True
water,earnest,-0.5628868468253506,0.065206068084186,False
water,skeptical,-0.4226744918036163,-0.11261159737831888,True
water,attractive,-0.628774904577833,-0.05865402514740743,True
water,polished,-0.42034874079657375,-0.06610810383204242,True
water,irresponsible,-2.318673669818124,-0.15056277780242486,True
water,artificial,-0.09919174551055727,0.05136191144094141,False
water,liberal,-1.137710961303788,0.1528186417358514,False
water,busy,-0.42214827154366136,-0.18515491204818635,True
water,sensitive,1.137001054115242,0.10034746333420615,True
water,deceptive,-0.9182483653429084,0.08572736567602031,False
water,caring,0.002718492327631052,-0.0829918385244988,False
water,bizarre,-1.4922838220139478,0.09616417791132889,False
water,mellow,0.6823536055167234,-0.06721852274872908,False
water,ordinary,-0.45108264831786604,0.09198829663520317,False
water,abrasive,-1.7338645992997122,-0.09335737091459165,True
water,pure,0.988298139472731,0.1584272465603484,True
water,dominating,-0.39925516124479943,-0.17732436580970434,True
water,whimsical,-1.371468656932322,-0.1347453361070978,True
water,winning,-0.7747937511200929,-0.10837156436376286,True
water,desperate,-1.546937888178062,-0.13915254094406143,True
water,sensual,-1.646837611068252,-0.0852169032632929,True
water,steadfast,0.6503990690977317,-0.13139541208030023,False
water,complex,-0.03411206877360633,0.15736643613788137,False
water,surprising,-0.15110496335439919,0.09649741022409074,False
water,negative,-0.17160691014437773,0.1419722179476375,False
water,rigid,-0.028789896375073957,0.18615270810844103,False
water,suspicious,-1.5576366169296825,-0.049582416247908226,True
water,charismatic,-1.2771133899647735,0.0030895342473862644,False
water,foolish,-1.6081521545628574,0.09247298781472478,False
water,bland,0.13498682249995467,0.010816064907448375,True
water,exciting,-0.8378381916584959,0.0426304168291242,False
water,mechanical,-0.1045518527946381,0.04361782164405918,False
water,understanding,0.3337697744170454,-0.010665903234546376,False
water,disturbing,-1.0462883717757172,0.09152406847182991,False
water,stubborn,-1.3506537257237343,-0.1166773323253331,True
water,restrained,0.08727033388955115,0.12776911003927793,True
water,cooperative,1.1155042338481322,-0.1078685815446608,False
water,sympathetic,-0.1815729241296639,-0.04330880606309157,True
water,kind,-0.4034810604005855,0.003703052054842472,False
water,scholarly,-0.7950183915138115,0.0029452514171149245,False
water,naive,-1.4120773969636233,0.021286296192061797,False
water,open,0.09206944288542493,0.12316174110220501,True
water,practical,0.1328974061284302,0.05446194686711458,True
water,invisible,-0.3709340843610303,0.08856965227389099,False
water,short,-0.7750152887066248,0.21863029087767621,False
water,patriotic,-0.9276484068694492,-0.077691325973919,True
water,sarcastic,-2.608261912658814,-0.06430057211641829,True
water,faithful,0.01326475408539957,0.0668077999026951,True
water,skillful,-0.12862084072772986,-0.11512790769860937,True
water,patient,0.7389309038319486,-0.09435553149647406,False
water,mistaken,-1.0826132637658463,-0.005479741973777778,True
water,unstable,-1.6016432830349532,-0.062085876161338406,True
water,sexy,-1.9083133090619915,-0.11344167287461306,True
water,casual,-1.1672380878620225,0.06093793456400884,False
water,driving,-0.946053919482408,-0.12017159018035407,True
water,compassionate,0.301173790661432,-0.002837216294403148,False
water,erratic,-1.3053441807981867,-0.02584230844615897,True
water,youthful,-0.25421429753883884,-0.07542508714443505,True
water,slow,0.48450362019720783,0.11577120680505114,True
water,active,1.736408076112027,-0.05613764257716868,False
water,dynamic,0.31266952635217693,-0.1254866731996456,False
water,gracious,-0.015965290918875618,-0.10761271704581375,True
water,curious,0.3915846319241245,-0.0790134621146313,False
water,stoic,-0.14667079390002827,-0.0637681974046403,True
water,insulting,-1.9370372912142138,-0.05240240240750405,True
water,conciliatory,-0.5775169219860532,-0.04567472879743271,True
water,selfish,-2.13400187941052,-0.036814846368220855,True
water,educated,0.04234973743336594,-0.10329429152078724,False
water,adventurous,-0.7403985799005631,-0.22102853454510027,True
water,secretive,-1.8799347073446764,0.058245256804818034,False
water,rustic,-0.7234712856538025,-0.0714580543605859,True
water,optimistic,-0.19646739455150153,-0.16421352263119066,True
water,alert,1.975809612319766,-0.09189446931187623,False
water,cold,0.6572924098060868,0.06556542020826858,True
water,narrow,0.25993902538899516,0.13888599648347544,True
water,skinny,0.5460614572287907,-0.14814856656216674,False
water,predictable,-0.49174728249875155,0.13526960504920044,False
water,dignified,-0.06310566014128527,-0.007806462214050571,True
water,stern,-0.9990653620049325,0.013401185028655246,False
water,mystical,-0.9140050313074382,0.21395393035290006,False
water,frightening,-1.6565444645828142,0.04573605499244945,False
water,cerebral,0.27369899688063554,-0.0754288056399778,False
water,demanding,-0.6084100211052801,-0.08429096185124961,True
water,forceful,-0.9431240949938264,0.0014202595605455445,False
water,passionate,-1.0628623582680634,-0.13010993819525887,True
water,emotional,-0.77992359795118,-0.036648334687998815,True
water,trim,1.1676350803840214,-0.21539372519996425,False
water,irrational,-1.5212313396750239,0.0769620560381136,False
water,provocative,-2.1501840065654267,-0.13195644238449059,True
water,romantic,-1.6975632247039023,-0.04384832328002961,True
water,blunt,-2.0563160376032164,-0.033701072167768395,True
water,calm,1.390630676106258,-0.06668704363896848,False
water,sweet,1.165602911139903,-0.05568488272433661,False
water,glamorous,-1.5406059055548293,-0.15097174506735905,True
water,fiery,-0.9375950950887038,-0.09001499602461542,True
water,crude,-2.1941141849718537,0.14858381544511257,False
water,extreme,-0.2784448225041805,0.14560177345856418,False
water,cute,-0.32505877421919765,-0.11010972653453216,True
water,delicate,1.0991003850278234,-0.09540986498602588,False
water,cheerful,-0.048626318179089516,-0.10639144431962445,True
water,enigmatic,-1.7218790082943367,0.13801403558265773,False
water,profound,-0.04748773344477968,0.16564359018357813,False
water,secure,0.3850809947620534,-0.023530205499323373,False
water,hurried,-0.7106009702113776,-0.0029662751383434057,True
water,gentle,1.3609705730380675,0.089054267447909,True
water,constant,0.8198152721106694,0.02027126143688725,True
water,conscientious,0.6283581969440629,-0.0997111261155423,False
water,sloppy,-1.5227594759288159,-0.06751992638274036,True
water,appreciative,0.668666904663638,-0.16163569715068848,False
water,clumsy,-1.4505503279039778,-0.030379701287906843,True
water,dull,-0.5731556121807848,0.07115110289880344,False
water,elegant,-0.2855082432042141,-0.08226007862073303,True
water,petty,-1.9393974907480644,0.10598265141966531,False
water,impractical,-0.8041054279777453,-0.0471685811309995,True
water,contradictory,-0.7761711178031536,0.12789091079090542,False
water,quiet,0.38472045805819477,-0.015266424221953111,False
water,treacherous,-1.1119908027438163,-0.1209284435307191,True
water,paranoid,-1.8647960209150114,-0.07634348381285871,True
water,vague,-0.70696717544546,0.17111606645277797,False
water,playful,0.5166649987188631,-0.0693141274629672,False
water,honest,-0.7327659316041265,0.011629346156739356,False
water,overweight,-0.2340270270824818,-0.24296736468729452,True
water,weak,0.7370684622810216,0.13172262114571476,True
water,bewildered,-0.7001405115729283,-0.0903213112202413,True
water,charming,-1.5276820611536097,-0.09758300818976669,True
water,sophisticated,-0.9578199715225668,-0.18929298807506711,True
water,false,-0.7919702669076216,0.14637312731119487,False
water,gallant,-1.0152889848616238,-0.15580424458396733,True
water,vulnerable,-0.41575955781940915,0.0030341705486779777,False
water,reliable,0.2873080731714988,0.018901801872922668,True
water,crisp,0.9559218276015602,0.030129881165256438,True
water,tense,-0.6410334044648711,-0.09788461379671902,True
water,predatory,-1.3195746523654488,-0.14964922621670274,True
water,unrealistic,-0.7555642930618348,-0.030735274782155774,True
water,fraudulent,-1.7837462936449338,0.0050675381265708214,False
water,modern,-0.3719443359148145,0.05095904569031823,False
water,subtle,0.039949113968056886,0.15122223499805656,True
water,dependent,0.43827990185482574,0.032858465284803816,True
water,subjective,-0.4707658872730851,0.10598670305418699,False
water,dishonest,-2.8563994282058887,0.05842991840107081,False
water,relaxed,0.4272748997494321,-0.06032270069413575,False
water,maternal,0.3623986750527286,-0.09448821452578562,False
water,destructive,-1.270139510538871,0.042863954869655614,False
water,creative,-0.5845637040105724,-0.09353937894430997,True
water,calculating,-1.090033972404043,-0.19703530325673216,True
water,impatient,-1.52681170926031,-0.1390652556112704,True
water,outspoken,-1.8689567543838224,-0.20119442278990515,True
water,conventional,0.25115564734660195,-0.08540982160035812,False
water,intense,-0.08650402793832462,0.11903371876194892,False
water,respectful,0.28889633500177747,-0.01480579759168653,False
water,loyal,-0.7014319553327625,-0.038109843651078466,True
water,unpredictable,-1.5313586020971146,0.029635347632630055,False
water,private,-0.8962420352494659,0.004568658158257706,False
water,systematic,0.39736860462458645,0.005223898862709505,True
water,knowledge,0.06470785818879889,0.15621208025497277,True
water,dramatic,-1.398766761181884,-0.02482008323170356,True
water,reflective,1.0679832002288012,0.06678156609727533,True
water,fat,-0.3282938077695326,-0.03305424451645482,True
water,efficient,0.861870257698383,-0.05070357286483676,False
water,solitary,-0.4874091905311403,-0.11361130385214463,True
water,flamboyant,-2.8338710117736303,-0.1145380246222603,True
water,slim,0.8292772898075149,-0.006626113269603566,False
water,popular,-1.1668745720616518,-0.0009672069436384549,True
water,flexible,1.2615810189275731,-0.076661605239429,False
water,brilliant,-0.7538146244820255,-0.028238977751018753,True
water,competitive,-1.0986460518612262,-0.12918020863162522,True
water,troublesome,-0.915796930178382,-0.019313372572990543,True
water,courageous,0.1836033807560344,-0.10902109153122849,False
water,experimental,-0.2231969563095264,-0.04278754008954135,True
water,extraordinary,-0.4602071065323628,-0.05061092759611259,True
water,hostile,-1.2665161385475268,0.018494518399217053,False
water,energetic,1.0383720855704255,-0.22651054218323957,False
water,transparent,0.9651294427438253,0.1077667144167855,True
water,confused,-0.9410721262525295,-0.06336248458912114,True
water,reserved,-0.7745570260349068,-0.012810360348476163,True
water,tiny,1.0846795924087738,-0.0875712406327208,False
water,spontaneous,-0.27238727101742544,0.08373769310275461,False
water,painstaking,0.3379433367108239,-0.19694701451476473,False
water,careless,-1.7180871368802468,0.019286082651513655,False
water,original,-0.610127806646076,0.1746218774070103,False
water,peaceful,1.0900880831050799,0.03273662267782159,True
water,independent,-0.303214282120676,-0.08275839032090473,True
water,balanced,1.9281494365382852,-0.01893892033117818,False
water,firm,0.9083960277530189,0.09396542778633213,True
coffee,tidy,0.7526485097875967,-0.1863776242806208,False
coffee,malicious,-1.5769578752261275,0.07202860975838492,False
coffee,authoritarian,-0.26402567995837284,0.2012991969367425,False
coffee,enthusiastic,0.37341503000833165,0.2473463176821282,True
coffee,timid,-1.0524044112715925,-0.011844339253687882,True
coffee,objective,0.4875667486644525,0.13360079688345425,True
coffee,outrageous,-0.7701807219316312,-0.06455697895638188,True
coffee,aspiring,0.09445546232183462,0.12006742070831933,True
coffee,persuasive,-0.6893508977697325,0.19170141144889144,False
coffee,determined,-0.5027095641804151,-0.03955274941147816,True
coffee,fixed,0.09941214448941392,-0.15226044036853148,False
coffee,sporting,0.30524103424752747,0.09904195624991169,True
coffee,strong,-0.8525252838987987,-0.232157860770106,True
coffee,ambitious,-0.58979526250395,0.12947134987660297,False
coffee,cynical,-0.46656454305088696,0.29357721738358944,False
coffee,amusing,-0.5919036882891648,0.24680166914246685,False
coffee,sharing,0.8859212331174939,0.20432135469204493,True
coffee,proud,-0.42873877600654847,0.16270160150310128,False
coffee,tall,-0.03954760328764129,-0.13556590219408576,True
coffee,decisive,-0.08848906311049595,0.10770773838566236,False
coffee,intelligent,-0.013673784609034586,0.23747554765545825,False
coffee,responsible,-0.0265871042894096,0.18870439673685177,False
coffee,miserable,-0.8131941654893344,0.10455277827110755,False
coffee,neat,0.5135249000316493,-0.1047912971181444,False
coffee,responsive,-0.06652148306942739,-0.14005479973399584,True
coffee,muscular,-0.6122128931571231,0.13566303811947583,False
coffee,heroic,-0.7923509799521681,0.24240234546154538,False
coffee,dry,0.42938780531379434,-0.22584327891989792,False
coffee,upright,-0.34855983157561654,-0.03643365266858481,True
coffee,retiring,0.552244497933698,0.2075453508060127,True
coffee,imaginative,-0.37227527350905265,0.12801300064130167,False
coffee,impressive,0.21885798718713811,-0.1497456836965008,False
coffee,serious,0.02681169861883689,0.26967418414683636,True
coffee,gloomy,-0.40727769838584466,0.014442534416268568,False
coffee,eloquent,-0.07322844535956599,0.28486532493294486,False
coffee,hesitant,-0.6752353249419076,0.12814925467484553,False
coffee,progressive,0.6149919259882003,-0.04909428397232511,False
coffee,precise,-0.02983536008204612,-0.11025572322748652,True
coffee,anxious,-0.28146208866043393,0.11488124395038693,False
coffee,grim,-0.3840625454894036,0.14333183536851335,False
coffee,brittle,-0.6770294010626414,-0.33190358940955184,True
coffee,soft,-0.07424056659065882,-0.27846844958297423,True
coffee,criminal,-1.2383748931695953,0.15184328915298956,False
coffee,courteous,-0.3097962274911568,0.26560707220566165,False
coffee,shrewd,-1.0419822837934845,0.1404303439582755,False
coffee,extravagant,-0.6986056340508312,-0.18178270855810155,True
coffee,confidential,-0.07550474392191948,-0.09546986141607182,True
coffee,meticulous,0.13951471476541713,0.06071584369502272,True
coffee,angry,-1.2821049738725805,0.22606561899603086,False
coffee,leader,-0.3708312177853471,0.3047848092534694,False
coffee,capable,-0.3781543996761801,0.017603152942905362,False
coffee,shallow,-0.8421313426548876,-0.2536328213777787,True
coffee,solid,0.09734278419001509,-0.1288742751275904,False
coffee,dedicated,0.11021495461560575,0.06202519104377133,True
coffee,obvious,-0.13846206522893742,-0.14990048262785777,True
coffee,lazy,-0.2903513703224712,0.2616933374348284,False
coffee,disruptive,-0.9035827274513396,-0.08246167086923566,True
coffee,innovative,0.31489863474752855,-0.019242992608031428,False
coffee,discreet,-0.02436063927293134,-0.06400777084992822,True
coffee,neutral,0.41205097099039806,-0.23102637298846027,False
coffee,unreliable,-1.017641913608569,-0.07310756884252062,True
coffee,directed,0.25113327691226256,0.2611904381891488,True
coffee,misguided,-1.8503310449914345,0.1866817006476151,False
coffee,colorful,0.049997052510342144,-0.08839640112452463,False
coffee,quirky,0.010376858377930204,0.0010498698395388422,True
coffee,sober,-0.2338085019519935,0.2872880940830278,False
coffee,stylish,0.8297749693350698,-0.15826013103018177,False
coffee,humble,-0.029313531797784658,0.2702706428432057,False
coffee,preoccupied,-0.1666254089524012,0.13683464983547475,False
coffee,generous,-0.42450965897426085,0.0758929531583941,False
coffee,steady,-0.09451011805650059,-0.06024731494267362,True
coffee,deep,-0.07839152506343752,0.05048783585077252,False
coffee,simple,0.1583778224300589,-0.052772294245890236,False
coffee,coarse,-1.1767486383949093,-0.09882343345055133,True
coffee,benevolent,-0.8440383735028777,0.20506223877535432,False
coffee,frivolous,-0.9933343087688631,-0.13550138779090487,True
coffee,complaining,-0.2255830042816833,0.1953528734874879,False
coffee,healthy,0.6808013162824166,-0.08700286048893856,False
coffee,passive,-0.1099120657042053,0.1865785104668375,False
coffee,obsessive,-0.27457874572296187,0.21028093660492134,False
coffee,difficult,-0.6729248737561202,-0.27105088705873354,True
coffee,admirable,-2.0020566273914207,-0.036463593357403574,True
coffee,humorous,-0.2125582825460825,0.2997673134295188,False
coffee,disciplined,-0.3098781642554959,0.2158170468681171,False
coffee,strict,-0.19761906164525775,0.04145088518518305,False
coffee,mature,-0.02643246534115157,-0.0896353357602084,True
coffee,superficial,-0.4647601804759047,-0.14365016789846918,True
coffee,solemn,-0.45835636845370603,0.1153912016831568,False
coffee,religious,-0.08828528023312202,0.20623519782549166,False
coffee,conservative,0.6516007284832923,0.05270594952374139,True
coffee,messy,-0.6132746025259552,-0.2686145661324716,True
coffee,logical,0.26499505081090735,0.05754886606052951,True
coffee,wise,-0.4942625454105129,0.1862876297837112,False
coffee,witty,-0.4109372352295886,0.2183367019920361,False
coffee,impulsive,-1.1367418057936247,0.1456596398989237,False
coffee,moderate,0.47807080106066957,0.02746458509154946,True
coffee,towering,-0.30262344235352157,-0.1307485208725286,True
coffee,political,-0.02199063742269779,0.05310711382185558,False
coffee,prim,-0.06738538863609726,-0.13909948466242844,True
coffee,daring,-1.170479427800233,-0.09963505717022281,True
coffee,friendly,0.2989103680576777,0.1720824512470634,True
coffee,honorable,-1.1303217813350577,0.23464943579366745,False
coffee,realistic,-0.05770292687313618,-0.21496673856738596,True
coffee,warm,0.3377236038096135,-0.0498985027378478,False
coffee,fearful,-1.1342541185248864,0.06880656194381647,False
coffee,questioning,-0.12001461696565376,0.2029743293403829,False
coffee,clever,-0.7967591301323288,0.20927816300187513,False
coffee,arrogant,-1.4081527835279486,0.25879705435934675,False
coffee,modest,0.4435771723109721,0.013362929024579362,True
coffee,stupid,-1.283019135470447,0.1299865514575023,False
coffee,lyrical,-0.3968859468750136,0.008869665236994123,False
coffee,trendy,0.36642124605319876,-0.1868152103831088,False
coffee,helpful,0.12221111033814472,0.15042846272076854,True
coffee,protective,-0.8634651239554952,-0.017228027712993633,True
coffee,challenging,-0.04365114802709954,-0.196206349536774,True
coffee,formal,0.5427108304036677,0.01397180918679338,True
coffee,sentimental,-0.3751123162530288,0.16006292683970283,False
coffee,aggressive,-1.5698001430171065,0.014112445926969296,False
coffee,focused,0.3063959617475015,0.11695941227654111,True
coffee,rational,-0.03439428168993024,0.23428527721041598,False
coffee,fit,0.2819693211040449,0.10584527363256004,True
coffee,tough,-1.0980861438642842,-0.18220959066540734,True
coffee,ridiculous,-0.6614378242337328,-0.14379165604220873,True
coffee,accessible,0.10126921149112772,-0.24598766286017967,False
coffee,discouraging,-1.7999517963477327,0.06361696662728544,False
coffee,physical,-0.44980588087322015,-0.14765864571740397,True
coffee,smooth,0.2919082833840474,-0.19698825674260478,False
coffee,confident,-0.19550262144639338,0.18073312403068348,False
coffee,athletic,-0.052832803926504066,0.13222041323877695,False
coffee,genuine,0.016780671184385063,0.18620470164484781,True
coffee,crazy,-1.0329487746597303,0.03953358396636816,False
coffee,obedient,-0.8267091232186214,0.09822966505498351,False
coffee,stable,-0.33731018830757115,-0.23938059052458294,True
coffee,critical,0.20130666839729408,0.1474189159193578,True
coffee,ripped,-0.16236219917283817,-0.04660493472183405,True
coffee,fair,-0.26595331686917023,-0.10599042568911028,True
coffee,stiff,-0.4884994675865419,-0.05115634303501163,True
coffee,greedy,-1.6794330536889939,0.10270107800524876,False
coffee,cruel,-2.266029410827302,0.07917225742832443,False
coffee,ruined,-1.101884912486265,-0.13549870937413366,True
coffee,thorough,-0.037594857058607496,0.10634170225994194,False
coffee,ignorant,-0.7964912517128755,0.26737385324406177,False
coffee,brutal,-1.7372089707863407,-0.034509591650650116,True
coffee,clean,0.265933557902234,-0.18365395813402766,False
coffee,odd,-0.42727783301139477,-0.03466259932770336,True
coffee,slender,0.512290559573645,-0.27246206741944545,False
coffee,buff,0.2777179010977149,0.14277636425280674,True
coffee,arbitrary,-1.315016532581901,-0.07184633286120568,True
coffee,abrupt,-0.7566346237297662,-0.004248490782873917,True
coffee,organized,0.10637639622298216,-0.2428931581359605,False
coffee,unhealthy,-0.0851816307886489,-0.20500077913891473,True
coffee,decent,0.3830524443780812,0.04318245279227404,True
coffee,earnest,-0.23970849191038548,0.2978171829514157,False
coffee,skeptical,0.2151192629459041,0.18848743478246796,True
coffee,attractive,0.23337429786862748,-0.3200973127215706,False
coffee,polished,0.15061787086840286,-0.22500054861333088,False
coffee,irresponsible,-1.394017387792196,0.10775439909128341,False
coffee,artificial,-0.05711925634370963,-0.2635590415369553,True
coffee,liberal,0.741661327051153,0.14427382433895314,True
coffee,busy,0.5327784363876455,0.06152824079833355,True
coffee,sensitive,-0.11214526072097822,-0.09294678099884109,True
coffee,deceptive,-1.125478402549231,-0.24580074876310912,True
coffee,caring,0.011491502002747896,0.13886356928188,True
coffee,bizarre,-0.8259311621470513,-0.02919718829892306,True
coffee,mellow,0.45274661390713034,0.17916511177269312,True
coffee,ordinary,0.009360166833414436,0.08136266999773403,True
