country,religion,direct_correlation,indirect_correlation,same_correlation
Algeria,Buddhist,-4.3179551539057455,-0.22966834433261776,True
Algeria,Christian,-1.1073631929965673,-0.2979208313762426,True
Algeria,Hindu,-0.7288808014547131,-0.0038609412312450024,True
Algeria,Jewish,-2.124630395062109,-0.030716359404647495,True
Algeria,Muslim,1.2184388261844512,0.043575546398799236,True
China,atheist,0.017718179869058773,-0.011155592007004306,False
China,Buddhist,1.7854233948484424,0.25608011744837905,True
China,Christian,-1.046110179221597,-0.03183244363009974,True
China,Hindu,-0.21593039304506906,0.054278929784864094,False
China,Jewish,-2.875826719168069,0.04735907305358469,False
China,Muslim,-2.0423328443571998,0.10897499304952088,False
India,atheist,0.3321977173366583,-0.0581803360536374,False
India,Buddhist,-0.17317502606512142,0.1867901863091673,False
India,Christian,-0.6667931457286703,-0.23885925759543786,True
India,Hindu,3.1977281086187728,0.19403301717389526,True
India,Jewish,-2.1725769153813497,0.08303731833400944,False
India,Muslim,-0.6188837508763819,0.1290344572063052,False
Indonesia,atheist,-0.22061671676268246,0.06483506674595946,False
Indonesia,Buddhist,0.25827899836947743,0.13837956032401638,True
Indonesia,Christian,-0.16081236720923495,-0.09934947864207684,True
Indonesia,Hindu,1.428476785018931,0.12264124103072012,True
Indonesia,Jewish,-2.735873140171265,0.04799040834298784,False
Indonesia,Muslim,0.7035236780821006,0.1200081083186218,True
Pakistan,atheist,0.6475099313980789,0.008170869106063355,True
Pakistan,Buddhist,-2.836923183921246,0.03004763025043516,False
Pakistan,Christian,-1.3700969501875115,-0.21398380363480016,True
Pakistan,Hindu,2.179403391117886,0.13308396923941992,True
Pakistan,Jewish,-2.364130311720035,0.16519277798079302,False
Pakistan,Muslim,1.335145754839843,0.25419795969658554,True
Bangladesh,atheist,0.38068548408328623,0.04956502813108881,True
Bangladesh,Buddhist,-0.6234923227145612,0.03595685741945601,False
Bangladesh,Christian,-1.6117810905316183,-0.10338371185472883,True
Bangladesh,Hindu,2.315979694222179,0.12968718104342192,True
Bangladesh,Jewish,-2.683889333998557,0.2525231727897128,False
Bangladesh,Muslim,1.181475759746102,0.25062306634699105,True
Japan,atheist,-1.2571172481498083,0.06370812013671741,False
Japan,Buddhist,1.6929549983510437,0.25101494600981555,True
Japan,Christian,-1.0319258577293615,-0.13208498416818032,True
Japan,Hindu,-0.41997502308010587,0.18213279019090656,False
Japan,Jewish,-1.861814053917516,0.1554062747947343,False
Japan,Muslim,-2.9497085423471523,0.10733122430257556,False
Philippines,atheist,-0.3271662293402883,-0.0063893457441240005,True
Philippines,Buddhist,-0.536119427705739,-0.035452433639073355,True
Philippines,Christian,0.20329450146794587,0.011794297236996187,True
Philippines,Hindu,0.1208127183304516,-0.012894145785820514,False
Philippines,Jewish,-2.890271240629207,-0.017549383909830945,True
Philippines,Muslim,0.08978922062175802,0.15465317319848434,True
Vietnam,atheist,-0.4415446514146698,0.03856274880684925,False
Vietnam,Buddhist,1.6011190393108632,0.2095383275392925,True
Vietnam,Christian,-0.9077253527829524,-0.15499680918328673,True
Vietnam,Hindu,-0.309665081956711,0.09255068582271367,False
Vietnam,Jewish,-4.016880906738243,0.01558730073187307,False
Vietnam,Muslim,-2.299494643804129,0.058191650781178425,False
Iran,atheist,0.6087916313877137,-0.08666759320083027,False
Iran,Buddhist,-2.6744122836346764,-0.009800900537594269,True
Iran,Christian,-1.2104061460052002,-0.32924478707684984,True
Iran,Hindu,0.5967764507025249,0.10953913925204437,True
Iran,Jewish,-1.6554502191440894,0.07099768677031164,False
Iran,Muslim,1.1576542526810225,0.16859032075314356,True
Turkey,atheist,0.482351308672739,0.035377258664385416,True
Turkey,Buddhist,-2.6060898966610124,-0.02055685775044966,True
Turkey,Christian,-0.2002331229278532,-0.1619421274077792,True
Turkey,Hindu,-0.08739331421514719,0.10301040405088667,False
Turkey,Jewish,-1.6848593411306658,0.017227267798865444,False
Turkey,Muslim,1.0992667049622862,0.1470338177398841,True
Russia,atheist,0.9724765722248466,-0.006867498464967866,False
Russia,Buddhist,-1.4388832117962411,-0.007018309145077273,True
Russia,Christian,0.7585140331546826,-0.21750131851476096,False
Russia,Hindu,-0.8170528942938828,0.10198262432406402,False
Russia,Jewish,-0.24343097403795824,0.020270825288819152,False
Russia,Muslim,-1.4962184315820908,-0.04196353731052604,True
Germany,atheist,0.014401060795149696,0.3585414458613855,True
Germany,Buddhist,-2.7671213545000533,-0.0356688895131574,True
Germany,Christian,0.3555321465802711,0.035803200639599166,True
Germany,Hindu,-2.06270315199188,0.12369168154744395,False
Germany,Jewish,-0.009920413065989122,0.11534531754133005,False
Germany,Muslim,-1.7280675945477977,-0.09381569559186917,True
United Kingdom,atheist,-0.46394761575450705,0.3018130361563949,False
United Kingdom,Buddhist,-2.3376195389616767,-0.04147104944209608,True
United Kingdom,Christian,1.115124518063224,0.333623447910953,True
United Kingdom,Hindu,-0.6908159169088081,0.05983473814271175,False
United Kingdom,Jewish,-0.8775204268993421,0.1582508073481163,False
United Kingdom,Muslim,-0.4792657837891905,0.04076759912185998,False
France,atheist,-0.22800626221429615,0.11151247915890224,False
France,Buddhist,-2.587890376966849,-0.1623851949815841,True
France,Christian,0.2426503393859465,-0.09560242971558484,False
France,Hindu,-1.8668216942452889,-0.046904702537735966,True
France,Jewish,-0.9739634994754071,-0.09284810225789987,True
France,Muslim,-1.7584734805238516,-0.11867066274540515,True
Italy,atheist,-0.6554363632915996,-0.08499888963031142,True
Italy,Buddhist,-2.4329634045218453,-0.16083103112661828,True
Italy,Christian,-0.006961448318407993,-0.2833209771449514,True
Italy,Hindu,-1.4546531002707692,-0.013522941004102906,True
Italy,Jewish,-0.8388164005226988,-0.24696698623606125,True
Italy,Muslim,-1.921970034444679,-0.15774260305504606,True
Spain,atheist,-0.5144757480053543,-0.10077220758721232,True
Spain,Buddhist,-4.00125382947814,-0.144138832400264,True
Spain,Christian,-0.2537423274036671,-0.268150971813853,True
Spain,Hindu,-1.7690537189250977,-0.009540396532379451,True
Spain,Jewish,-1.5112053650178718,-0.1934125077579465,True
Spain,Muslim,-0.5197697150671614,-0.0064475510693030365,True
Ukraine,atheist,0.4613037098237944,0.10413544096287834,True
Ukraine,Buddhist,-1.9871068416911235,-0.06487548971066172,True
Ukraine,Christian,0.7444895049281055,-0.12840432078435146,False
Ukraine,Hindu,-1.0757048982144388,0.2054182122770872,False
Ukraine,Jewish,0.8714313712544802,0.15909718367227213,True
Ukraine,Muslim,-1.8977772868655949,-0.07486281711579626,True
Poland,atheist,0.5191202635577132,0.22545426057589185,True
Poland,Buddhist,-2.729911084114161,-0.0844717884046883,True
Poland,Christian,0.10174237773773157,-0.07700741119565506,False
Poland,Hindu,-2.0495767581780795,0.15130168973777722,False
Poland,Jewish,0.2964010976677473,0.10446777717331354,True
Poland,Muslim,-2.0443021904856393,-0.050972380193713585,True
Romania,atheist,0.408780109734886,-0.020396409250993862,False
Romania,Buddhist,-3.228544659722875,-0.16741134025725904,True
Romania,Christian,0.7325850184004382,-0.12177710817158492,False
Romania,Hindu,-1.0816374147993435,0.08949849668322515,False
Romania,Jewish,-1.2588690143374173,-0.13841424370013722,True
Romania,Muslim,-2.619522676970462,-0.1705984468339657,True
Netherlands,atheist,-0.5176686233356932,0.4100451560499408,False
Netherlands,Buddhist,-2.751411321013984,-0.07884625433750203,True
Netherlands,Christian,0.2855578039345949,0.16199382043127342,True
Netherlands,Hindu,-1.8154378422792208,0.1083931010925321,False
Netherlands,Jewish,-0.4222505604234232,0.14190563171489287,False
Netherlands,Muslim,-1.0410950849554923,-0.1009491757217916,True
Austria,atheist,-0.19179547069094732,0.29721928012018983,False
Austria,Buddhist,-2.3144290502799363,-0.12935075683099745,True
Austria,Christian,-0.2778853608539955,0.004320514674411307,False
Austria,Hindu,-1.6672331336572028,0.07815352739298219,False
Austria,Jewish,-0.09585212392974657,0.09833721736239344,False
Austria,Muslim,-1.9065387339032256,-0.09251553719341617,True
United States,atheist,-0.4469656744233811,0.24871191373893345,False
United States,Buddhist,-2.3054339234669246,0.009000133169712047,False
United States,Christian,1.2892725841693418,0.2355893615501049,True
United States,Hindu,-1.1942894026933242,0.02814091043692387,False
United States,Jewish,-0.6327549558987143,0.15161071767547782,False
United States,Muslim,-1.691955459482623,0.07150850478894122,False
Mexico,atheist,-0.8462521392312631,-0.15252112573275808,True
Mexico,Buddhist,-3.1012994607590376,-0.06037188755679852,True
Mexico,Christian,-0.6263496399952111,-0.3457721965175514,True
Mexico,Hindu,-1.1849521557271845,0.02702508959820001,False
Mexico,Jewish,-1.7815515119656558,-0.1470306639977693,True
Mexico,Muslim,-1.0263745441964551,0.004500160196462136,False
Canada,atheist,-0.4664861524842889,0.2708289878710128,False
Canada,Buddhist,-0.473903415160961,0.08046790575835389,False
Canada,Christian,0.9361114639971444,0.15529376538868678,True
Canada,Hindu,-1.1385377387358386,0.08639308870994918,False
Canada,Jewish,-0.7000729061884411,0.11110565695661796,False
Canada,Muslim,-2.0950946850031857,0.0398562188159233,False
Guatemala,atheist,-0.526638143074581,-0.10607421542815808,True
Guatemala,Buddhist,-2.490437554731257,-0.1249910489881234,True
Guatemala,Christian,0.0053259178328058,-0.2691189673827644,False
Guatemala,Hindu,-0.7365898749821322,0.01820457912244891,False
Guatemala,Jewish,-2.6251080972591416,-0.1148441455511054,True
Guatemala,Muslim,-1.7404495837206417,-0.0023876283573885018,True
Haiti,atheist,-0.35271531266936,0.09993657482089507,False
Haiti,Buddhist,-1.952038775732632,-0.22025976207033324,True
Haiti,Christian,0.7740396855364386,-0.17435406432798278,False
Haiti,Hindu,-1.405410951748138,0.08257463013698857,False
Haiti,Jewish,-2.5597815959713706,-0.008296182109391441,True
Haiti,Muslim,-1.6422466685671089,-0.20491584619539693,True
Cuba,atheist,-0.0020583493332761785,-0.1088331163259277,True
Cuba,Buddhist,-2.202872524029209,-0.12671462954681453,True
Cuba,Christian,-0.6686862930213373,-0.2779322424721371,True
Cuba,Hindu,-2.6919546536933154,0.01895401975714224,False
Cuba,Jewish,-2.494457324213444,-0.20239286312189886,True
Cuba,Muslim,-1.4358549013676378,-0.07440905171778439,True
Dominican Republic,atheist,-0.9681885988648812,-0.03909524167501048,True
Dominican Republic,Buddhist,-2.9377620092573893,-0.1932424376806058,True
Dominican Republic,Christian,-0.5693888430549928,-0.20856678198398748,True
Dominican Republic,Hindu,-2.0822035113760493,-0.018055447044326517,True
Dominican Republic,Jewish,-2.4103811869323293,-0.11520162153649173,True
Dominican Republic,Muslim,-2.325909466713997,-0.05516724904599984,True
Honduras,atheist,-0.6839770704734983,-0.07390497494549067,True
Honduras,Buddhist,-2.6810152726189584,-0.12509081277138245,True
Honduras,Christian,0.2608832527628311,-0.2528723456351716,False
Honduras,Hindu,-1.4558847951778118,0.058599833522373385,False
Honduras,Jewish,-2.227739706552859,-0.1014562428662995,True
Honduras,Muslim,-1.8172136331025737,-0.0653935433251193,True
Nicaragua,atheist,-0.6646590389701882,-0.11262404848667555,True
Nicaragua,Buddhist,-1.8893271689159947,-0.14065196172402253,True
Nicaragua,Christian,0.16496161623247566,-0.24658327435719485,False
Nicaragua,Hindu,-1.5049478157667853,0.005650630379527654,False
Nicaragua,Jewish,-2.523632884426226,-0.11784538305992345,True
Nicaragua,Muslim,-1.2138186188187117,-0.016835620699153297,True
El Salvador,atheist,-0.615001691718838,-0.10696897186137172,True
El Salvador,Buddhist,-3.3388063233218834,-0.1417450517311371,True
El Salvador,Christian,0.04433952602353977,-0.2765384895389588,False
El Salvador,Hindu,-1.661515105153946,0.009727610352518694,False
El Salvador,Jewish,-2.649760454153701,-0.12954306046132702,True
El Salvador,Muslim,-1.9113724028700871,-0.039749246373328134,True
Brazil,atheist,-0.6016624070624468,-0.12156266194202353,True
Brazil,Buddhist,-2.6231883788227988,-0.08452593421799269,True
Brazil,Christian,0.6092775612675959,-0.2357508481687226,False
Brazil,Hindu,-0.5968079434681031,0.01601602223853229,False
Brazil,Jewish,-2.713208654977912,-0.21183143701080853,True
Brazil,Muslim,-2.6022406516900016,-0.1020149831015332,True
Columbia,atheist,-0.6062090992535941,0.20937957088317047,False
Columbia,Buddhist,-0.08829687785259457,-0.0774451699031644,True
Columbia,Christian,0.6936385830902123,0.13511117119248034,True
Columbia,Hindu,-1.4786306659585546,0.07270017035189635,False
Columbia,Jewish,-0.6468742523645838,0.10381541812006284,False
Columbia,Muslim,-1.7620183788758923,-0.043711463861253234,True
Argentina,atheist,-0.8109707102402076,-0.07809682905844463,True
Argentina,Buddhist,-3.193877178212484,-0.15343137593933348,True
Argentina,Christian,-0.263410782905808,-0.26155655163646185,True
Argentina,Hindu,-1.8778881892294967,0.01982305253372032,False
Argentina,Jewish,-0.6136065534721526,-0.08933099698626581,True
Argentina,Muslim,-2.0608229530952045,-0.04712415332770225,True
Peru,atheist,-0.4187594499407117,-0.10201446446730192,True
Peru,Buddhist,-0.14396494978016122,-0.07025658854878059,True
Peru,Christian,0.8229164263963551,-0.2514273468399454,False
Peru,Hindu,-0.11395972073729448,0.057859220695486074,False
Peru,Jewish,-1.8126114274864509,-0.1165744592956397,True
Peru,Muslim,-2.5833121512412585,-0.0640224623726179,True
Venezuela,atheist,-0.33702288123909896,-0.11679462293163476,True
Venezuela,Buddhist,-2.5859379119111723,-0.12488123984699825,True
Venezuela,Christian,0.364386268957552,-0.2497177520724855,False
Venezuela,Hindu,-1.6480557400150513,0.02425908190969593,False
Venezuela,Jewish,-2.222475922552853,-0.13872557808492594,True
Venezuela,Muslim,-2.025594098754506,-0.01849610197663735,True
Chile,atheist,-0.32849037664818626,-0.0388649941669825,True
Chile,Buddhist,-2.3942949637387865,-0.1247846790513305,True
Chile,Christian,0.032451956067159664,-0.2518181014028925,False
Chile,Hindu,-1.9719693336042816,0.025703517990752985,False
Chile,Jewish,-2.0674024061057827,-0.1477107797829559,True
Chile,Muslim,-2.3186561388931186,-0.034857492191577334,True
Ecuador,atheist,-0.7281317066849047,-0.05369670027697605,True
Ecuador,Buddhist,-0.9236885942012432,-0.11593004584916985,True
Ecuador,Christian,0.7225555192008764,-0.22209194685487568,False
Ecuador,Hindu,-0.72413263191318,0.0376027520918271,False
Ecuador,Jewish,-2.2637604320322064,-0.07986802130006969,True
Ecuador,Muslim,-1.799299897582577,-0.018200762654866802,True
Bolivia,atheist,-0.10692315866261144,-0.07560772767995509,True
Bolivia,Buddhist,-1.4318549203289188,-0.10631697125580797,True
Bolivia,Christian,0.04930285362183301,-0.2648151083210257,False
Bolivia,Hindu,-0.2661421754686128,0.04656347948971495,False
Bolivia,Jewish,-2.02906027777767,-0.09535095422143984,True
Bolivia,Muslim,-2.09606510649811,0.016912494601485056,False
Paraguay,atheist,-0.6577045806441822,-0.05086513533874132,True
Paraguay,Buddhist,-3.0491012619871376,-0.1679833809595729,True
Paraguay,Christian,0.21654344610055176,-0.2295429904523725,False
Paraguay,Hindu,-1.4608799237487846,0.019233811464220988,False
Paraguay,Jewish,-1.5469164685647698,-0.09297781073204146,True
Paraguay,Muslim,-3.0387239309769014,-0.03698171850465089,True
Uruguay,atheist,-0.4527233199788859,-0.013577298286122676,True
Uruguay,Buddhist,-2.867905286386079,-0.1873376715650021,True
Uruguay,Christian,-0.917275157668902,-0.22944831089076986,True
Uruguay,Hindu,-1.1562392831158594,0.040726171063824285,False
Uruguay,Jewish,-1.597462110459196,-0.1027882542077716,True
Uruguay,Muslim,-1.9658253893564348,-0.017510263151855276,True
Australia,atheist,-0.3167676237018877,0.23409409936647216,False
Australia,Buddhist,-0.9858206176907574,0.028880356284816812,False
Australia,Christian,1.0634147190191534,0.19361508877351813,True
Australia,Hindu,-0.1979900779106868,0.059878297800884925,False
Australia,Jewish,-1.8561704120642708,0.1023606769997744,False
Australia,Muslim,-1.130528694096692,0.08668303467815193,False
Papua New Guinea,atheist,-0.8905431849028638,0.15360389723447185,False
Papua New Guinea,Buddhist,-0.07432396586686665,-0.0044925648007536545,True
Papua New Guinea,Christian,1.1460595940318614,0.06145685345585347,True
Papua New Guinea,Hindu,0.3394060063795606,0.09574794951766856,True
Papua New Guinea,Jewish,-3.000747096638205,0.1258449401363562,False
Papua New Guinea,Muslim,-0.5926482085370084,0.04762675796696579,False
New Zealand,atheist,-0.7676589423244891,0.3150740930937995,False
New Zealand,Buddhist,-0.4272312762861132,0.028886190689733693,False
New Zealand,Christian,1.0245595283015312,0.20116410480354774,True
New Zealand,Hindu,-0.6036377068299651,0.10810808870835226,False
New Zealand,Jewish,-1.2818355077871346,0.21523476234899935,False
New Zealand,Muslim,-2.1944183707622544,-0.0164533637319704,True
Fiji,atheist,-0.4899407180361067,0.16902606606018813,False
Fiji,Buddhist,-0.5264027322580783,0.060430343713053676,False
Fiji,Christian,0.8185334020424759,-0.08776184237674356,False
Fiji,Hindu,0.9383764516839366,0.18630912486357487,True
Fiji,Jewish,-2.056352500750425,0.1418935991825492,False
Fiji,Muslim,-0.8472823128520337,0.07371930662431253,False
Solomon Islands,atheist,-1.1783263760345777,0.13836203461532592,False
Solomon Islands,Buddhist,-0.5175249942061237,-0.015690400044118008,True
Solomon Islands,Christian,1.204064805147511,0.0736045709676732,True
Solomon Islands,Hindu,-0.35359665072905905,0.059332185572348935,False
Solomon Islands,Jewish,-1.9953213980058733,0.09371805396616016,False
Solomon Islands,Muslim,-1.164034228969146,0.048218217970135896,False
Vanuatu,atheist,-0.5603779405024569,0.13504275515045994,False
Vanuatu,Buddhist,-0.5449702120735973,0.04062873910477971,False
Vanuatu,Christian,0.9432541658446176,-0.028292637040972776,False
Vanuatu,Hindu,-0.062245829553328816,0.13626687383180588,False
Vanuatu,Jewish,-2.466325902944797,0.0625801216830419,False
Vanuatu,Muslim,-0.9607479332108748,-0.03575695328563419,True
Samoa,atheist,-0.8487168618235049,0.10143961443685218,False
Samoa,Buddhist,-1.306085321600081,-0.054947609808285267,True
Samoa,Christian,1.0931261568130768,0.019675390011852933,True
Samoa,Hindu,-0.22160505626095134,0.1159549048790628,False
Samoa,Jewish,-2.233275487283809,-0.00141662305541147,True
Samoa,Muslim,-1.52277116260672,-0.040860680040035166,True
Kiribati,atheist,-0.7212959424288842,0.10744041011116737,False
Kiribati,Buddhist,-1.388800017941114,-0.06292200045033568,True
Kiribati,Christian,0.6070897004069989,-0.15106934743272712,False
Kiribati,Hindu,0.3157800113530721,0.16792790066637234,True
Kiribati,Jewish,-1.6667607047316708,0.08988092439373012,False
Kiribati,Muslim,0.12118479334579625,-0.0750551378982856,False
Micronesia,atheist,-1.3457459428517786,0.057849747261500224,False
Micronesia,Buddhist,0.18113297546172,-0.06980817954194055,False
Micronesia,Christian,0.5933895059121035,-0.08270300759977699,False
Micronesia,Hindu,-0.4819243129862768,0.0362569116233475,False
Micronesia,Jewish,-1.6169710162192308,0.043995141629634166,False
Micronesia,Muslim,-0.8036464248880242,0.03551855522368122,False
Tonga,atheist,-1.0435338951281057,0.1118562821863564,False
Tonga,Buddhist,0.0635174282884922,0.028128601560461902,True
Tonga,Christian,0.9179505987220564,0.03878430896897599,True
Tonga,Hindu,-0.23508707345344995,0.12927971860919724,False
Tonga,Jewish,-1.9605433527204668,0.1872195206465028,False
Tonga,Muslim,-1.0918747966536513,0.04509659602974996,False
